longitude,latitude,cnt
-0.004,40.747,"1	"
-56.652,40.207,"1	"
-64.727,21.263,"1	"
-65.193,36.735,"1	"
-65.969,49.389,"1	"
-69.599,40.992,"1	"
-70.05,35.033,"1	"
-70.996,38.295,"1	"
-71.061,35.874,"1	"
-71.75,42.294,"1	"
-72.242,40.969,"1	"
-72.413,48.662,"1	"
-72.449,40.116,"1	"
-72.588,40.16,"1	"
-72.694,40.761,"1	"
-73.331,40.765,"1	"
-73.337,40.781,"1	"
-73.338,40.782,"1	"
-73.344,40.062,"1	"
-73.346,40.777,"1	"
-73.35,40.795,"1	"
-73.363,41.245,"1	"
-73.379,41.134,"1	"
-73.422,40.784,"1	"
-73.424,40.713,"1	"
-73.425,41.059,"1	"
-73.436,40.72,"1	"
-73.443,40.783,"1	"
-73.447,40.785,"1	"
-73.476,40.773,"1	"
-73.488,40.773,"1	"
-73.511,40.659,"1	"
-73.524,40.759,"2	"
-73.526,40.765,"1	"
-73.528,40.768,"1	"
-73.532,40.765,"4	"
-73.532,41.042,"1	"
-73.533,40.765,"18	"
-73.533,40.784,"1	"
-73.543,40.655,"1	"
-73.55,41.044,"1	"
-73.573,40.702,"1	"
-73.575,40.749,"1	"
-73.585,41.041,"1	"
-73.586,40.777,"2	"
-73.587,41.035,"1	"
-73.588,40.724,"1	"
-73.59,40.746,"1	"
-73.592,40.686,"1	"
-73.595,40.746,"1	"
-73.603,40.663,"1	"
-73.611,40.718,"1	"
-73.611,40.887,"1	"
-73.615,40.681,"1	"
-73.616,40.753,"1	"
-73.619,40.749,"1	"
-73.619,41.067,"1	"
-73.622,40.671,"1	"
-73.623,41.031,"1	"
-73.634,40.687,"1	"
-73.646,40.653,"1	"
-73.658,40.69,"1	"
-73.661,40.737,"1	"
-73.662,40.758,"2	"
-73.665,40.802,"1	"
-73.666,40.655,"1	"
-73.669,40.774,"1	"
-73.671,40.662,"1	"
-73.672,41.153,"1	"
-73.673,40.982,"1	"
-73.675,40.656,"1	"
-73.675,40.75,"1	"
-73.678,40.656,"1	"
-73.683,40.82,"1	"
-73.686,40.706,"1	"
-73.689,40.684,"1	"
-73.69,40.844,"1	"
-73.691,40.634,"1	"
-73.694,40.736,"1	"
-73.699,40.74,"1	"
-73.699,40.796,"1	"
-73.7,40.678,"2	"
-73.701,40.681,"1	"
-73.702,40.83,"1	"
-73.703,40.812,"1	"
-73.704,40.742,"1	"
-73.704,41.069,"1	"
-73.704,41.106,"1	"
-73.706,40.683,"1	"
-73.706,40.738,"1	"
-73.707,40.746,"9	"
-73.708,40.753,"1	"
-73.71,40.744,"1	"
-73.714,40.725,"1	"
-73.714,40.964,"1	"
-73.717,40.744,"2	"
-73.718,40.743,"1	"
-73.718,41.017,"1	"
-73.719,40.789,"1	"
-73.721,40.664,"1	"
-73.721,40.737,"1	"
-73.723,40.737,"1	"
-73.725,40.732,"1	"
-73.726,40.613,"1	"
-73.726,40.702,"1	"
-73.727,40.599,"1	"
-73.727,40.724,"1	"
-73.728,40.601,"1	"
-73.728,40.602,"1	"
-73.728,40.618,"1	"
-73.728,40.724,"1	"
-73.729,40.715,"1	"
-73.73,40.712,"1	"
-73.733,40.728,"1	"
-73.735,40.665,"1	"
-73.736,40.603,"1	"
-73.736,40.605,"1	"
-73.736,40.665,"1	"
-73.737,40.729,"1	"
-73.74,40.588,"1	"
-73.741,40.688,"1	"
-73.742,40.585,"1	"
-73.744,40.596,"1	"
-73.744,40.666,"1	"
-73.744,40.73,"1	"
-73.745,40.581,"1	"
-73.745,40.586,"2	"
-73.745,40.588,"1	"
-73.746,40.588,"1	"
-73.746,40.675,"1	"
-73.746,40.716,"1	"
-73.747,40.602,"1	"
-73.747,40.728,"1	"
-73.748,40.663,"1	"
-73.749,40.587,"1	"
-73.749,40.594,"1	"
-73.749,40.772,"1	"
-73.75,40.595,"1	"
-73.75,40.709,"1	"
-73.75,40.723,"1	"
-73.751,40.592,"2	"
-73.751,41.002,"2	"
-73.752,40.591,"1	"
-73.754,40.665,"1	"
-73.754,40.725,"1	"
-73.755,40.659,"1	"
-73.755,40.725,"1	"
-73.755,40.808,"1	"
-73.756,40.651,"1	"
-73.757,40.666,"1	"
-73.759,40.593,"1	"
-73.759,40.601,"1	"
-73.759,40.72,"1	"
-73.76,40.604,"1	"
-73.76,40.933,"1	"
-73.761,40.667,"1	"
-73.762,40.605,"1	"
-73.763,40.604,"1	"
-73.763,40.933,"1	"
-73.764,40.666,"1	"
-73.766,40.596,"1	"
-73.766,40.725,"1	"
-73.767,40.667,"1	"
-73.767,40.706,"2	"
-73.767,40.717,"1	"
-73.77,40.606,"1	"
-73.77,40.628,"1	"
-73.77,40.762,"1	"
-73.771,40.648,"1	"
-73.771,40.668,"1	"
-73.771,40.764,"1	"
-73.772,40.595,"1	"
-73.772,40.596,"1	"
-73.772,40.627,"1	"
-73.772,40.76,"1	"
-73.773,40.629,"1	"
-73.774,40.597,"1	"
-73.774,40.646,"1	"
-73.774,40.66,"1	"
-73.774,40.759,"1	"
-73.775,40.628,"1	"
-73.775,40.646,"1	"
-73.776,40.212,"1	"
-73.776,40.598,"1	"
-73.776,40.645,"31	"
-73.776,40.646,"11	"
-73.776,40.667,"1	"
-73.776,40.779,"1	"
-73.777,40.605,"1	"
-73.777,40.638,"1	"
-73.777,40.645,"2835	"
-73.777,40.646,"606	"
-73.777,40.647,"51	"
-73.777,40.713,"2	"
-73.777,40.833,"1	"
-73.778,40.645,"4	"
-73.778,40.647,"131	"
-73.778,40.714,"1	"
-73.778,40.914,"1	"
-73.779,40.61,"1	"
-73.779,40.615,"1	"
-73.779,40.617,"1	"
-73.779,40.623,"1	"
-73.779,40.647,"107	"
-73.779,40.912,"1	"
-73.779,40.928,"1	"
-73.78,40.604,"1	"
-73.78,40.61,"1	"
-73.78,40.645,"20	"
-73.78,40.646,"37	"
-73.78,40.647,"23	"
-73.78,40.648,"1	"
-73.78,40.667,"1	"
-73.781,40.626,"1	"
-73.781,40.644,"2	"
-73.781,40.645,"415	"
-73.781,40.646,"35	"
-73.781,40.647,"28	"
-73.781,40.648,"18	"
-73.781,40.668,"1	"
-73.781,40.669,"1	"
-73.781,40.738,"1	"
-73.782,40.601,"1	"
-73.782,40.611,"1	"
-73.782,40.631,"2	"
-73.782,40.641,"1	"
-73.782,40.644,"268	"
-73.782,40.645,"4286	"
-73.782,40.646,"2	"
-73.782,40.647,"40	"
-73.782,40.648,"3	"
-73.782,40.649,"14	"
-73.782,40.953,"1	"
-73.783,40.613,"1	"
-73.783,40.614,"1	"
-73.783,40.644,"433	"
-73.783,40.645,"220	"
-73.783,40.646,"1	"
-73.783,40.647,"48	"
-73.783,40.648,"12	"
-73.783,40.649,"583	"
-73.783,40.65,"1	"
-73.783,40.667,"1	"
-73.783,40.777,"1	"
-73.784,40.643,"1	"
-73.784,40.644,"11	"
-73.784,40.645,"1	"
-73.784,40.646,"72	"
-73.784,40.647,"4	"
-73.784,40.648,"12	"
-73.784,40.649,"1007	"
-73.784,40.713,"1	"
-73.784,40.757,"2	"
-73.784,40.912,"1	"
-73.785,40.638,"1	"
-73.785,40.64,"2	"
-73.785,40.643,"5	"
-73.785,40.644,"1	"
-73.785,40.646,"22	"
-73.785,40.648,"78	"
-73.785,40.649,"267	"
-73.785,40.65,"12	"
-73.785,40.666,"2	"
-73.785,40.713,"1	"
-73.786,40.591,"1	"
-73.786,40.641,"2	"
-73.786,40.642,"23	"
-73.786,40.643,"11	"
-73.786,40.644,"11	"
-73.786,40.645,"25	"
-73.786,40.646,"39	"
-73.786,40.647,"36	"
-73.786,40.648,"55	"
-73.786,40.649,"10	"
-73.786,40.65,"9	"
-73.786,40.651,"19	"
-73.786,40.652,"14	"
-73.786,40.653,"6	"
-73.786,40.709,"1	"
-73.786,40.712,"1	"
-73.786,40.72,"1	"
-73.786,40.74,"1	"
-73.786,40.741,"1	"
-73.787,40.641,"2	"
-73.787,40.642,"27	"
-73.787,40.644,"29	"
-73.787,40.645,"32	"
-73.787,40.646,"6	"
-73.787,40.647,"8	"
-73.787,40.648,"2	"
-73.787,40.653,"6	"
-73.787,40.654,"6	"
-73.787,40.664,"1	"
-73.787,40.665,"1	"
-73.787,40.666,"1	"
-73.787,40.909,"1	"
-73.788,40.641,"190	"
-73.788,40.642,"331	"
-73.788,40.643,"5	"
-73.788,40.644,"3	"
-73.788,40.645,"20	"
-73.788,40.647,"94	"
-73.788,40.648,"30	"
-73.788,40.649,"1	"
-73.788,40.654,"3	"
-73.788,40.663,"1	"
-73.788,40.665,"2	"
-73.788,40.758,"1	"
-73.789,40.633,"1	"
-73.789,40.64,"1	"
-73.789,40.641,"89	"
-73.789,40.642,"329	"
-73.789,40.643,"154	"
-73.789,40.644,"43	"
-73.789,40.645,"17	"
-73.789,40.646,"28	"
-73.789,40.647,"637	"
-73.789,40.648,"51	"
-73.789,40.649,"3	"
-73.789,40.655,"4	"
-73.789,40.663,"6	"
-73.789,40.665,"2	"
-73.789,40.667,"1	"
-73.789,40.712,"1	"
-73.79,40.63,"1	"
-73.79,40.633,"1	"
-73.79,40.638,"1	"
-73.79,40.641,"3	"
-73.79,40.642,"8	"
-73.79,40.643,"228	"
-73.79,40.644,"1416	"
-73.79,40.645,"50	"
-73.79,40.646,"122	"
-73.79,40.647,"1560	"
-73.79,40.648,"19	"
-73.79,40.649,"2	"
-73.79,40.653,"1	"
-73.79,40.655,"8	"
-73.79,40.657,"1	"
-73.79,40.659,"1	"
-73.79,40.663,"3	"
-73.79,40.664,"1	"
-73.79,40.666,"1	"
-73.79,40.854,"1	"
-73.791,40.643,"27	"
-73.791,40.644,"229	"
-73.791,40.645,"68	"
-73.791,40.646,"133	"
-73.791,40.647,"54	"
-73.791,40.648,"5	"
-73.791,40.649,"1	"
-73.791,40.654,"1	"
-73.791,40.655,"1	"
-73.791,40.656,"3	"
-73.791,40.66,"1	"
-73.791,40.662,"1	"
-73.791,40.677,"1	"
-73.792,40.644,"3	"
-73.792,40.645,"103	"
-73.792,40.646,"27	"
-73.792,40.656,"7	"
-73.792,40.657,"2	"
-73.792,40.659,"2	"
-73.792,40.66,"4	"
-73.792,40.661,"3	"
-73.792,40.663,"2	"
-73.792,40.666,"1	"
-73.792,40.712,"1	"
-73.792,40.727,"1	"
-73.793,40.645,"48	"
-73.793,40.646,"1	"
-73.793,40.656,"6	"
-73.793,40.657,"11	"
-73.793,40.658,"6	"
-73.793,40.659,"4	"
-73.793,40.666,"9	"
-73.793,40.706,"1	"
-73.793,40.711,"1	"
-73.793,40.716,"1	"
-73.793,40.739,"1	"
-73.793,40.74,"1	"
-73.793,40.77,"1	"
-73.794,40.643,"1	"
-73.794,40.644,"1	"
-73.794,40.645,"18	"
-73.794,40.646,"1	"
-73.794,40.656,"10	"
-73.794,40.657,"37	"
-73.794,40.658,"3	"
-73.794,40.667,"3	"
-73.794,40.71,"1	"
-73.794,40.711,"2	"
-73.794,40.712,"1	"
-73.794,40.725,"1	"
-73.795,40.645,"20	"
-73.795,40.656,"10	"
-73.795,40.657,"8	"
-73.795,40.658,"4	"
-73.795,40.667,"4	"
-73.795,40.71,"3	"
-73.795,40.711,"1	"
-73.795,40.738,"1	"
-73.795,40.758,"1	"
-73.796,40.645,"29	"
-73.796,40.647,"1	"
-73.796,40.666,"2	"
-73.796,40.668,"1	"
-73.797,40.645,"14	"
-73.797,40.654,"1	"
-73.797,40.667,"3	"
-73.797,40.71,"1	"
-73.797,40.718,"1	"
-73.798,40.645,"20	"
-73.798,40.665,"1	"
-73.798,40.666,"1	"
-73.798,40.667,"1	"
-73.798,40.703,"1	"
-73.798,40.709,"1	"
-73.798,40.711,"1	"
-73.799,40.645,"19	"
-73.799,40.663,"1	"
-73.799,40.667,"1	"
-73.799,40.668,"1	"
-73.8,40.645,"5	"
-73.8,40.646,"18	"
-73.8,40.653,"1	"
-73.8,40.666,"1	"
-73.8,40.668,"1	"
-73.8,40.704,"1	"
-73.8,40.713,"1	"
-73.8,40.721,"1	"
-73.801,40.646,"9	"
-73.801,40.647,"7	"
-73.801,40.667,"3	"
-73.801,40.668,"9	"
-73.801,40.669,"9	"
-73.801,40.67,"13	"
-73.801,40.671,"9	"
-73.801,40.672,"2	"
-73.801,40.673,"3	"
-73.801,40.674,"5	"
-73.801,40.694,"1	"
-73.801,40.723,"1	"
-73.802,40.647,"17	"
-73.802,40.648,"3	"
-73.802,40.663,"4	"
-73.802,40.664,"7	"
-73.802,40.665,"9	"
-73.802,40.666,"9	"
-73.802,40.667,"1	"
-73.802,40.673,"1	"
-73.802,40.674,"5	"
-73.802,40.675,"9	"
-73.802,40.676,"3	"
-73.802,40.708,"1	"
-73.803,40.648,"9	"
-73.803,40.649,"4	"
-73.803,40.655,"1	"
-73.803,40.659,"1	"
-73.803,40.662,"7	"
-73.803,40.663,"1	"
-73.803,40.664,"3	"
-73.803,40.665,"2	"
-73.803,40.667,"1	"
-73.803,40.676,"2	"
-73.803,40.677,"3	"
-73.803,40.678,"6	"
-73.803,40.708,"1	"
-73.803,40.718,"1	"
-73.803,40.722,"1	"
-73.803,40.916,"1	"
-73.804,40.649,"12	"
-73.804,40.65,"5	"
-73.804,40.659,"1	"
-73.804,40.662,"2	"
-73.804,40.678,"1	"
-73.804,40.679,"5	"
-73.804,40.68,"4	"
-73.804,40.696,"1	"
-73.804,40.702,"1	"
-73.805,40.628,"2	"
-73.805,40.64,"1	"
-73.805,40.65,"18	"
-73.805,40.651,"15	"
-73.805,40.661,"2	"
-73.805,40.681,"7	"
-73.805,40.682,"7	"
-73.805,40.683,"4	"
-73.805,40.684,"2	"
-73.805,40.707,"2	"
-73.805,40.727,"1	"
-73.805,40.734,"1	"
-73.805,40.763,"1	"
-73.806,40.624,"1	"
-73.806,40.651,"3	"
-73.806,40.652,"10	"
-73.806,40.653,"6	"
-73.806,40.66,"4	"
-73.806,40.661,"2	"
-73.806,40.665,"1	"
-73.806,40.683,"5	"
-73.806,40.684,"4	"
-73.806,40.685,"1	"
-73.806,40.705,"1	"
-73.806,40.709,"1	"
-73.806,40.711,"2	"
-73.806,40.928,"1	"
-73.807,40.653,"7	"
-73.807,40.654,"9	"
-73.807,40.655,"12	"
-73.807,40.656,"5	"
-73.807,40.657,"9	"
-73.807,40.658,"9	"
-73.807,40.659,"12	"
-73.807,40.66,"3	"
-73.807,40.684,"2	"
-73.807,40.685,"3	"
-73.807,40.686,"10	"
-73.807,40.699,"1	"
-73.807,40.7,"1	"
-73.807,40.707,"1	"
-73.807,41.012,"1	"
-73.808,40.674,"1	"
-73.808,40.687,"5	"
-73.808,40.688,"2	"
-73.808,40.69,"1	"
-73.808,40.7,"2	"
-73.808,40.701,"1	"
-73.808,40.705,"1	"
-73.808,40.716,"1	"
-73.808,40.732,"1	"
-73.809,40.667,"1	"
-73.809,40.688,"2	"
-73.809,40.689,"5	"
-73.809,40.69,"7	"
-73.809,40.692,"1	"
-73.809,40.703,"1	"
-73.809,40.705,"1	"
-73.809,40.706,"1	"
-73.809,40.72,"2	"
-73.809,40.728,"1	"
-73.81,40.664,"1	"
-73.81,40.667,"1	"
-73.81,40.69,"1	"
-73.81,40.691,"5	"
-73.81,40.692,"6	"
-73.81,40.706,"3	"
-73.811,40.692,"4	"
-73.811,40.693,"5	"
-73.811,40.694,"4	"
-73.811,40.719,"2	"
-73.812,40.694,"4	"
-73.812,40.695,"6	"
-73.812,40.696,"1	"
-73.812,40.7,"1	"
-73.812,40.705,"2	"
-73.812,40.716,"1	"
-73.812,40.722,"1	"
-73.812,40.732,"1	"
-73.812,40.787,"1	"
-73.813,40.691,"1	"
-73.813,40.694,"1	"
-73.813,40.695,"1	"
-73.813,40.696,"12	"
-73.813,40.697,"4	"
-73.813,40.705,"1	"
-73.813,40.71,"1	"
-73.813,40.719,"1	"
-73.813,40.894,"1	"
-73.814,40.663,"1	"
-73.814,40.68,"1	"
-73.814,40.697,"4	"
-73.814,40.698,"3	"
-73.814,40.699,"2	"
-73.814,40.719,"1	"
-73.814,40.739,"1	"
-73.814,40.745,"1	"
-73.815,40.666,"1	"
-73.815,40.699,"2	"
-73.815,40.7,"6	"
-73.815,40.701,"1	"
-73.815,40.704,"3	"
-73.815,40.73,"2	"
-73.815,40.731,"1	"
-73.815,40.732,"1	"
-73.815,40.739,"1	"
-73.816,40.585,"1	"
-73.816,40.7,"1	"
-73.816,40.701,"4	"
-73.816,40.702,"4	"
-73.816,40.703,"3	"
-73.816,40.704,"1	"
-73.816,40.705,"1	"
-73.816,40.711,"1	"
-73.816,40.713,"1	"
-73.816,40.716,"2	"
-73.816,40.718,"1	"
-73.816,40.732,"1	"
-73.816,40.747,"1	"
-73.816,40.937,"2	"
-73.817,40.689,"1	"
-73.817,40.693,"1	"
-73.817,40.704,"9	"
-73.817,40.705,"1	"
-73.817,40.707,"1	"
-73.817,40.708,"1	"
-73.817,40.714,"1	"
-73.817,40.716,"1	"
-73.817,40.836,"1	"
-73.818,40.665,"1	"
-73.818,40.702,"1	"
-73.818,40.704,"1	"
-73.818,40.705,"4	"
-73.818,40.706,"4	"
-73.818,40.707,"1	"
-73.818,40.708,"4	"
-73.818,40.72,"1	"
-73.818,40.753,"1	"
-73.818,40.765,"1	"
-73.819,40.666,"1	"
-73.819,40.696,"1	"
-73.819,40.707,"2	"
-73.819,40.709,"4	"
-73.819,40.71,"1	"
-73.819,40.935,"1	"
-73.82,40.696,"1	"
-73.82,40.709,"4	"
-73.82,40.711,"1	"
-73.82,40.717,"1	"
-73.82,40.724,"1	"
-73.821,40.7,"1	"
-73.821,40.702,"2	"
-73.821,40.71,"2	"
-73.821,40.711,"1	"
-73.821,40.762,"1	"
-73.822,40.665,"1	"
-73.822,40.71,"1	"
-73.822,40.711,"3	"
-73.822,40.732,"3	"
-73.822,40.762,"1	"
-73.822,40.864,"1	"
-73.823,40.665,"1	"
-73.823,40.694,"1	"
-73.823,40.702,"1	"
-73.823,40.712,"1	"
-73.823,40.725,"1	"
-73.823,40.73,"1	"
-73.823,40.754,"1	"
-73.823,40.765,"1	"
-73.824,40.695,"1	"
-73.824,40.713,"2	"
-73.824,40.716,"1	"
-73.824,40.73,"1	"
-73.825,40.664,"1	"
-73.825,40.677,"1	"
-73.825,40.712,"1	"
-73.825,40.714,"3	"
-73.825,40.715,"1	"
-73.825,40.719,"1	"
-73.825,40.74,"1	"
-73.825,40.755,"1	"
-73.825,40.787,"1	"
-73.825,40.863,"1	"
-73.826,40.695,"1	"
-73.826,40.712,"4	"
-73.826,40.716,"2	"
-73.826,40.717,"1	"
-73.826,40.718,"1	"
-73.826,40.721,"1	"
-73.826,40.747,"2	"
-73.826,40.751,"1	"
-73.826,40.757,"1	"
-73.826,40.764,"1	"
-73.826,40.797,"1	"
-73.826,40.825,"1	"
-73.827,40.691,"1	"
-73.827,40.694,"1	"
-73.827,40.696,"1	"
-73.827,40.712,"1	"
-73.827,40.713,"2	"
-73.827,40.716,"1	"
-73.827,40.723,"2	"
-73.827,40.764,"1	"
-73.827,40.852,"1	"
-73.828,40.665,"1	"
-73.828,40.694,"2	"
-73.828,40.711,"2	"
-73.828,40.717,"2	"
-73.828,40.872,"1	"
-73.829,40.694,"1	"
-73.829,40.71,"1	"
-73.829,40.714,"2	"
-73.829,40.717,"1	"
-73.829,40.755,"1	"
-73.829,40.756,"1	"
-73.829,40.757,"2	"
-73.829,40.758,"1	"
-73.829,40.76,"1	"
-73.829,40.764,"1	"
-73.829,40.833,"1	"
-73.829,40.835,"1	"
-73.83,40.67,"1	"
-73.83,40.7,"1	"
-73.83,40.709,"1	"
-73.83,40.713,"1	"
-73.83,40.714,"13	"
-73.83,40.717,"3	"
-73.83,40.728,"1	"
-73.83,40.759,"5	"
-73.83,40.76,"7	"
-73.83,40.763,"1	"
-73.83,40.764,"2	"
-73.831,40.684,"1	"
-73.831,40.7,"4	"
-73.831,40.701,"1	"
-73.831,40.714,"1	"
-73.831,40.715,"2	"
-73.831,40.726,"3	"
-73.831,40.759,"1	"
-73.831,40.76,"1	"
-73.831,40.761,"2	"
-73.831,40.762,"1	"
-73.831,40.763,"2	"
-73.831,40.764,"1	"
-73.832,40.666,"1	"
-73.832,40.703,"1	"
-73.832,40.706,"1	"
-73.832,40.714,"3	"
-73.832,40.715,"11	"
-73.832,40.718,"2	"
-73.832,40.727,"1	"
-73.832,40.728,"1	"
-73.832,40.729,"1	"
-73.832,40.763,"5	"
-73.832,40.764,"1	"
-73.832,40.765,"1	"
-73.833,40.676,"1	"
-73.833,40.704,"2	"
-73.833,40.705,"1	"
-73.833,40.715,"1	"
-73.833,40.716,"1	"
-73.833,40.719,"1	"
-73.833,40.751,"2	"
-73.833,40.761,"2	"
-73.833,40.762,"1	"
-73.833,40.763,"3	"
-73.833,40.836,"1	"
-73.834,40.666,"1	"
-73.834,40.669,"1	"
-73.834,40.673,"2	"
-73.834,40.716,"2	"
-73.834,40.717,"3	"
-73.834,40.731,"1	"
-73.834,40.758,"3	"
-73.834,40.766,"11	"
-73.834,40.772,"1	"
-73.834,40.864,"1	"
-73.835,40.677,"1	"
-73.835,40.687,"1	"
-73.835,40.692,"1	"
-73.835,40.707,"1	"
-73.835,40.717,"3	"
-73.835,40.718,"5	"
-73.835,40.732,"2	"
-73.835,40.756,"1	"
-73.835,40.763,"1	"
-73.835,40.766,"1	"
-73.835,40.767,"1	"
-73.835,40.87,"1	"
-73.836,40.689,"1	"
-73.836,40.708,"1	"
-73.836,40.718,"1	"
-73.836,40.719,"1	"
-73.836,40.723,"2	"
-73.836,40.77,"2	"
-73.836,40.914,"1	"
-73.837,40.68,"1	"
-73.837,40.687,"1	"
-73.837,40.692,"1	"
-73.837,40.708,"2	"
-73.837,40.716,"1	"
-73.837,40.719,"1	"
-73.837,40.723,"1	"
-73.837,40.724,"3	"
-73.837,40.739,"1	"
-73.837,40.742,"1	"
-73.837,40.743,"2	"
-73.837,40.825,"1	"
-73.837,40.843,"1	"
-73.837,40.844,"1	"
-73.837,40.988,"1	"
-73.838,40.719,"6	"
-73.838,40.726,"1	"
-73.838,40.727,"3	"
-73.838,40.768,"2	"
-73.838,40.831,"1	"
-73.838,40.84,"1	"
-73.838,40.926,"1	"
-73.839,40.719,"1	"
-73.839,40.72,"1	"
-73.839,40.722,"1	"
-73.839,40.727,"1	"
-73.839,40.728,"2	"
-73.839,40.743,"2	"
-73.839,40.765,"1	"
-73.839,40.932,"1	"
-73.84,40.719,"2	"
-73.84,40.72,"3	"
-73.84,40.725,"2	"
-73.84,40.767,"1	"
-73.84,40.931,"1	"
-73.841,40.691,"1	"
-73.841,40.72,"3	"
-73.841,40.721,"1	"
-73.841,40.742,"1	"
-73.841,40.841,"1	"
-73.842,40.701,"1	"
-73.842,40.721,"2	"
-73.842,40.742,"1	"
-73.842,40.762,"1	"
-73.842,40.841,"1	"
-73.843,40.674,"1	"
-73.843,40.721,"7	"
-73.843,40.722,"1	"
-73.843,40.762,"1	"
-73.844,40.678,"1	"
-73.844,40.693,"1	"
-73.844,40.709,"1	"
-73.844,40.721,"23	"
-73.844,40.722,"13	"
-73.844,40.84,"1	"
-73.844,40.851,"1	"
-73.844,40.942,"1	"
-73.845,40.694,"1	"
-73.845,40.72,"4	"
-73.845,40.721,"1	"
-73.845,40.722,"14	"
-73.845,40.735,"1	"
-73.845,40.737,"2	"
-73.845,40.74,"2	"
-73.845,40.835,"1	"
-73.845,40.838,"1	"
-73.845,40.85,"1	"
-73.845,40.863,"1	"
-73.846,40.67,"1	"
-73.846,40.721,"1	"
-73.846,40.722,"3	"
-73.846,40.723,"1	"
-73.846,40.726,"1	"
-73.846,40.738,"1	"
-73.846,40.739,"2	"
-73.846,40.742,"2	"
-73.846,40.743,"1	"
-73.846,40.778,"1	"
-73.846,40.837,"1	"
-73.846,40.838,"1	"
-73.846,40.849,"1	"
-73.846,40.936,"1	"
-73.847,40.723,"10	"
-73.847,40.724,"2	"
-73.847,40.739,"2	"
-73.847,40.744,"1	"
-73.847,40.754,"1	"
-73.847,40.819,"1	"
-73.848,40.71,"1	"
-73.848,40.712,"1	"
-73.848,40.721,"1	"
-73.848,40.723,"3	"
-73.848,40.724,"4	"
-73.848,40.73,"2	"
-73.848,40.739,"3	"
-73.848,40.745,"2	"
-73.848,40.747,"1	"
-73.848,40.821,"1	"
-73.848,40.831,"1	"
-73.848,40.931,"1	"
-73.849,40.689,"1	"
-73.849,40.724,"7	"
-73.849,40.731,"1	"
-73.849,40.738,"1	"
-73.849,40.747,"1	"
-73.849,40.811,"1	"
-73.849,40.838,"1	"
-73.849,40.869,"1	"
-73.849,40.906,"1	"
-73.85,40.623,"1	"
-73.85,40.689,"1	"
-73.85,40.723,"1	"
-73.85,40.725,"4	"
-73.85,40.734,"2	"
-73.85,40.735,"1	"
-73.85,40.738,"2	"
-73.85,40.749,"1	"
-73.85,40.828,"1	"
-73.85,40.876,"1	"
-73.851,40.68,"2	"
-73.851,40.694,"1	"
-73.851,40.71,"1	"
-73.851,40.711,"1	"
-73.851,40.723,"1	"
-73.851,40.726,"3	"
-73.851,40.736,"1	"
-73.851,40.737,"1	"
-73.851,40.738,"3	"
-73.851,40.741,"1	"
-73.851,40.751,"1	"
-73.851,40.829,"1	"
-73.851,40.832,"2	"
-73.851,40.833,"1	"
-73.852,40.581,"1	"
-73.852,40.676,"1	"
-73.852,40.694,"1	"
-73.852,40.695,"1	"
-73.852,40.697,"1	"
-73.852,40.721,"1	"
-73.852,40.726,"3	"
-73.852,40.727,"2	"
-73.852,40.736,"1	"
-73.852,40.737,"5	"
-73.852,40.753,"1	"
-73.853,40.694,"1	"
-73.853,40.697,"1	"
-73.853,40.722,"2	"
-73.853,40.726,"1	"
-73.853,40.727,"15	"
-73.853,40.737,"1	"
-73.853,40.74,"1	"
-73.853,40.741,"1	"
-73.853,40.753,"1	"
-73.853,40.755,"2	"
-73.853,40.756,"1	"
-73.853,40.808,"1	"
-73.853,40.89,"1	"
-73.854,40.727,"6	"
-73.854,40.759,"1	"
-73.854,40.774,"1	"
-73.854,40.79,"1	"
-73.854,40.836,"1	"
-73.854,40.873,"1	"
-73.854,40.905,"1	"
-73.855,40.703,"1	"
-73.855,40.707,"1	"
-73.855,40.728,"3	"
-73.855,40.743,"1	"
-73.855,40.752,"1	"
-73.856,40.703,"1	"
-73.856,40.728,"3	"
-73.856,40.737,"1	"
-73.856,40.745,"1	"
-73.856,40.746,"1	"
-73.856,40.836,"1	"
-73.856,40.842,"1	"
-73.856,40.903,"1	"
-73.857,40.705,"2	"
-73.857,40.718,"1	"
-73.857,40.728,"1	"
-73.857,40.744,"1	"
-73.857,40.759,"1	"
-73.857,40.836,"1	"
-73.857,40.842,"1	"
-73.858,40.703,"1	"
-73.858,40.728,"1	"
-73.858,40.729,"3	"
-73.858,40.736,"2	"
-73.858,40.75,"1	"
-73.858,40.758,"1	"
-73.858,40.826,"1	"
-73.858,40.836,"1	"
-73.858,40.869,"1	"
-73.858,40.881,"1	"
-73.858,40.896,"1	"
-73.859,40.714,"1	"
-73.859,40.729,"1	"
-73.859,40.736,"2	"
-73.859,40.744,"2	"
-73.859,40.826,"4	"
-73.859,40.829,"1	"
-73.859,40.839,"1	"
-73.859,40.842,"1	"
-73.859,40.849,"1	"
-73.859,40.89,"1	"
-73.86,40.679,"1	"
-73.86,40.712,"8	"
-73.86,40.713,"4	"
-73.86,40.714,"2	"
-73.86,40.715,"2	"
-73.86,40.716,"1	"
-73.86,40.73,"3	"
-73.86,40.746,"1	"
-73.86,40.748,"1	"
-73.86,40.758,"1	"
-73.86,40.763,"1	"
-73.86,40.766,"1	"
-73.86,40.77,"1	"
-73.86,40.835,"1	"
-73.86,40.838,"1	"
-73.861,40.668,"1	"
-73.861,40.71,"1	"
